title,director,cast,country,date_added,release_year,rating,listed_in,description,num_of_seasons
Bloodride,NULL,"Ine Marie Wilmann, Bjørnar Teigen, Emma Spetalen Magnusson, Erlend Rødal Vikhagen, Benjamin Helstad, Harald Rosenstrøm, Dagny Backer Johnsen, Stig Amdam, Numa Edema Norderhaug, Ellen Bendu, Torfinn Nag",Norway,"2020-03-13 00:00:00",2020,TV-MA,"International TV Shows, TV Horror, TV Mysteries","The doomed passengers aboard a spectral bus head toward a gruesome, unknown destination in this deliciously macabre horror anthology series.",1
"Blown Away",NULL,NULL,Canada,"2019-07-12 00:00:00",2019,TV-14,"International TV Shows, Reality TV","Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion.",1
"Blue Exorcist",NULL,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa, Kazuya Nakai, Koji Yusa, Yuki Kaji, Eri Kitamura, Ayahi Takagaki, Rina Satou, Daisuke Ono, Ryotaro Okiayu, Tetsuya Kakihara, Hiroshi Kamiya, Keiji Fujiwara, Hiroaki Hirata, Jin Urayama, Katsuyuki Konishi, Kisho Taniyama, M・A・O, Kazuhiro Yamaji, Hideyuki Tanaka, Masaki Terasoma, Naomi Shindo",Japan,"2020-09-01 00:00:00",2017,TV-MA,"Anime Series, International TV Shows","Determined to throw off the curse of being Satan's illegitimate son, Rin enters the True Cross Academy to become an exorcist, just like his mentor.",2
"Blue Planet II",NULL,"David Attenborough","United Kingdom","2018-12-03 00:00:00",2017,TV-G,"British TV Shows, Docuseries, Science & Nature TV","This sequel to the award-winning nature series "Blue Planet" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there.",1
BNA,NULL,"Sumire Morohoshi, Yoshimasa Hosoya, Maria Naganawa, Kaito Ishikawa, Gara Takashima, Michiyo Murase",Japan,"2020-06-30 00:00:00",2020,TV-14,"Anime Series, International TV Shows","Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",1
"Bo on the Go!",NULL,"Catherine O'Connor, Andrew Sabiston, Jim Fowler",Canada,"2019-03-21 00:00:00",2007,TV-Y,"Kids' TV","Staying at home doesn't mean sitting still for energetic Bo and her little dragon friend Dezzy, who embark on amazing adventures through movement.",1
"Bob Ross: Beauty Is Everywhere",NULL,"Bob Ross",NULL,"2016-06-01 00:00:00",1991,TV-G,"TV Shows",""The Joy of Painting" host Bob Ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature.",1
"Bobby Kennedy for President","Dawn Porter","Robert F. Kennedy",NULL,"2018-04-27 00:00:00",2018,TV-MA,Docuseries,"Historic footage and leading voices of the era examine the "Bobby Phenomenon" of the 1960s and the legacy of the man who helped redefine the country.",1
"Boca Juniors Confidential",NULL,NULL,NULL,"2018-09-14 00:00:00",2018,TV-PG,"Docuseries, International TV Shows, Spanish-Language TV Shows","Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.",1
"BoJack Horseman",NULL,"Will Arnett, Aaron Paul, Amy Sedaris, Alison Brie, Paul F. Tompkins","United States","2019-10-25 00:00:00",2020,TV-MA,"TV Comedies","Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",6
Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo","Luis Gerónimo Abreu, José Ramón Barreto, Ernesto Benjumea, Félix Antequera, Jefferson Quiñones, Shany Nadan, María José Vargas, Hans Martínez, Mauro Mauad, Álvaro Bayona, Rosmeri Marval, Irene Esser, Nohely Arteaga",Colombia,"2019-06-21 00:00:00",2019,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","This dramatization depicts the life – and loves – of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain.",1
"Bondi Rescue",NULL,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia,"2019-11-01 00:00:00",2016,TV-PG,"Reality TV","This reality series follows elite professional lifeguards on Sydney's Bondi Beach, as they take on everything from animal stings to criminals.",1
BONDING,NULL,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman, Alex Hurt, D'Arcy Carden, Gabrielle Ryan, Charles Gould","United States","2019-09-22 00:00:00",2019,TV-MA,"TV Comedies, TV Dramas","A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.",1
"Bonus Family",NULL,"Vera Vitali, Erik Johansson, Fredrik Hallgren, Petra Mede, Frank Dorsin, Jacob Lundqvist, Amanda Lindh, Marianne Mörck, Barbro Svensson, Ann Petrén, Johan Ulveson, Leo Razzak, Felix Engström",Sweden,"2019-07-12 00:00:00",2019,TV-MA,"International TV Shows, TV Dramas","A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy.",3
Booba,NULL,"Roman Karev",Russia,"2020-01-16 00:00:00",2019,TV-Y7,"Kids' TV, TV Comedies","The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",3
Bookmarks,NULL,"Marley Dias","United States","2020-09-01 00:00:00",2020,TV-Y,"Kids' TV","Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",1
"Border Patrol",NULL,"Timothy Balme",NULL,"2019-10-02 00:00:00",2016,TV-PG,"Reality TV","This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.",1
"Border Security: America's Front Line",NULL,NULL,Canada,"2020-01-01 00:00:00",2018,TV-14,"Crime TV Shows, International TV Shows, Reality TV","This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.",1
Borderline,NULL,"David Avery, Jackie Clune, David Elms, Liz Kingsman, Jamie Michie","United Kingdom","2017-12-02 00:00:00",2017,TV-14,"British TV Shows, TV Comedies","A team of inept border agents tackles immigration issues at the fictional Northend Airport in this improvised mockumentary series.",2
Borderliner,NULL,"Tobias Santelmann, Ellen Dorrit Petersen, Benjamin Helstad, Frode Winther, Bjørn Skagestad, Eivind Sander, Thelma Farnes Ottersen, Todd Bishop Monrad Vistven, Ole Christoffer Ertvaag, Marina Popovic, Gine Cornelia Pedersen, Ana Gil de Melo Nascimento, Kim-Henning Nilsen, Morten Svartveit, Ellen Birgitte Winther, Even Pedersen","Norway, Germany, Sweden","2018-03-06 00:00:00",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","To protect his family, a police detective covers up a murder case. But when his partner suspects foul play, he is trapped in a dangerous game on duty.",1
Bordertown,NULL,"Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo, Lenita Susi, Kristiina Halttu, Olivia Ainali, Ilkka Villi, Max Bremer, Matti Laine, Jasmin Hamid","Finland, France","2020-05-11 00:00:00",2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.",3
Borgen,NULL,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Pilou Asbæk, Emil Poulsen, Freja Riemann, Søren Malling, Thomas Levin, Benedikte Hansen, Mikael Birkkjær, Anders Juul, Lisbeth Wulff, Kasper Lange, Lars Knutzon, Søren Spanning, Christoph Bastrup, Morten Kirkskov, Bjarne Henriksen, Peter Mygind, Ole Thestrup, Iben Dorner, Dar Salim, Jens Albinus, Christian Tafdrup, Alastair Mackenzie, Julie Agnete Vang, Kristian Halken, Ricard Lawrence, Marie Askehave, Rikke Lylloff, Mille Dinesen, Anne Sofie Espersen",Denmark,"2020-09-01 00:00:00",2012,TV-MA,"International TV Shows, TV Dramas","A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.",3
Borges,NULL,"Thati Lopes, Antonio Pedro Tabet, Karina Ramil, Rafael Portugal, Luis Lobianco",Brazil,"2018-06-25 00:00:00",2018,TV-MA,"International TV Shows, TV Comedies","Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.",1
"Botched Up Bodies",NULL,"Charlie Brooks, Sue Johnston","United Kingdom","2019-10-02 00:00:00",2013,TV-MA,"British TV Shows, Docuseries, International TV Shows","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers.",1
"Bottersnikes & Gumbles",NULL,"Jason Callender, Kathryn Drysdale, Akiya Henry, Jeff Rawle, Richard Grieve, Simone Craddock, Alex Babic, Miriam Margolyes","United States, United Kingdom, Australia","2017-03-24 00:00:00",2017,TV-Y7,"British TV Shows, Kids' TV","The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.",2
"Bountiful Blessings",NULL,"Jessica Hsuan, Tay Ping Hui, Thomas Ong, Jeffrey Xu, Ya Hui, Ann Kok, Zhu Houren, Yao Wenlong",Singapore,"2017-08-01 00:00:00",2011,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife.",1
"Boys Over Flowers",NULL,"Ku Hye-sun, Lee Min-ho, Kim Hyun-joong, Kim Bum, Kim Joon, Kim So-eun, Lee Hye-yeong, Park Ji-bin, Lim Ye-jin, Jeong Ho-bin","South Korea","2020-05-16 00:00:00",2009,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.",1
"Brain Games",NULL,"Jason Silva","United States","2019-03-15 00:00:00",2016,TV-G,"Docuseries, Science & Nature TV","This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us.",3
Brainchild,NULL,"Sahana Srinivasan, Alie Ward, Ben Seidman",NULL,"2018-11-02 00:00:00",2018,TV-G,"Kids' TV","From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",1
"Brave Miss World","Cecilia Peck","Linor Abargil","United States, Israel, Italy, South Africa","2018-02-17 00:00:00",2013,TV-14,"Crime TV Shows, Docuseries","Weeks before being named Miss World, Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary.",1
"Braxton Family Values",NULL,"Toni Braxton, Trina Braxton, Traci Braxton, Towanda Braxton, Tamar Braxton","United States","2020-02-15 00:00:00",2014,TV-PG,"Reality TV","Songstress sisters Toni, Traci, Towanda, Trina and Tamar Braxton open up about their lives and their relationships — and reveal a few surprises.",2
"Bread Barbershop",NULL,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim",NULL,"2020-08-15 00:00:00",2020,TV-Y,"Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",1
"BREAK IT ALL: The History of Rock in Latin America","Picky Talarico",NULL,NULL,"2020-12-16 00:00:00",2020,TV-MA,"Docuseries, Spanish-Language TV Shows","Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent.",1
"Breakfast, Lunch & Dinner",NULL,"David Chang, Seth Rogen, Chrissy Teigen, Lena Waithe, Kate McKinnon","United States","2019-10-23 00:00:00",2019,TV-MA,Docuseries,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests.",1
"Breaking Bad",NULL,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito","United States","2013-08-02 00:00:00",2013,TV-MA,"Crime TV Shows, TV Dramas, TV Thrillers","A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.",5
Breakout,NULL,"Jeanette Aw, Elvin Ng, Zhou Ying, Christopher Lee, Dai Xiangyu, Guo Liang",NULL,"2017-07-01 00:00:00",2010,TV-14,"International TV Shows, TV Dramas","After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",1
"Brews Brothers",NULL,"Alan Aisenberg, Mike Castle, Carmen Flood, Marques Ray","United States","2020-04-10 00:00:00",2020,TV-MA,"TV Comedies","Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",1
Bridgerton,NULL,"Adjoa Andoh, Julie Andrews, Lorraine Ashbourne, Jonathan Bailey, Ruby Barker, Sabrina Bartlett, Harriet Cains, Bessie Carter, Nicola Coughlan, Phoebe Dynevor, Ruth Gemmell, Florence Hunt, Claudia Jessie, Ben Miller, Luke Newton, Regé-Jean Page, Golda Rosheuvel, Luke Thompson, Will Tilston, Polly Walker","United States","2020-12-25 00:00:00",2020,TV-MA,"Romantic TV Shows, TV Dramas","The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels.",1
"Bright: The Music Videos","David Ayer","Bastille, Machine Gun Kelly, Bebe Rexha, X Ambassadors, Logic, Rag’n’Bone Man",NULL,"2017-11-23 00:00:00",2017,TV-MA,"TV Shows","Explore the hit songs from the Will Smith film "Bright" in these music videos from Machine Gun Kelly, Bastille, Logic, Migos and friends.",1
"Bring It On, Ghost","Park Joon-hwa","Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun","South Korea","2019-10-30 00:00:00",2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.",1
"Bringing Sexy Back",NULL,"Samantha Armstrong",NULL,"2019-10-02 00:00:00",2015,TV-14,"International TV Shows, Reality TV","In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.",1
Broadchurch,NULL,"David Tennant, Olivia Colman, Andrew Buchan, Jodie Whittaker, Arthur Darvill, Jonathan Bailey, Carolyn Pickles, Adam Wilson, Charlotte Beaumont, Simone McAullay, Tanya Franks, Pauline Quirke, Phoebe Waller-Bridge, Marianne Jean-Baptiste, Charlotte Rampling, Eve Myles, James D'Arcy, Susan Brown, Vicky McClure, Will Mellor, David Bradley","United Kingdom","2017-11-27 00:00:00",2017,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case.",3
Broken,NULL,NULL,"United States","2019-11-27 00:00:00",2019,TV-14,Docuseries,"This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.",1
Bromance,NULL,"Baron Chen, Megan Lai, Bii, Katie Chen, Sean Lee",Taiwan,"2016-12-01 00:00:00",2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies","Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?",1
Brotherhood,NULL,"Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner",Brazil,"2019-10-25 00:00:00",2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",1
"Brown Nation",NULL,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh","United States","2016-11-15 00:00:00",2016,TV-14,"TV Comedies","An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company.",1
Buddha,NULL,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",NULL,"2018-04-01 00:00:00",2013,TV-PG,"International TV Shows, TV Dramas","In this historical drama series, young Prince Siddhartha undergoes an intense spiritual journey that eventually transforms him into the Buddha.",1
Buddi,NULL,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China","2020-09-11 00:00:00",2020,TV-Y,"British TV Shows, Kids' TV","The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship.",2
"Buddy Thunderstruck",NULL,"Brian Atkinson, Ted Raimi, Harry Chaskin, Justin Michael, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock","United States","2017-03-10 00:00:00",2017,TV-Y7,"Kids' TV, TV Comedies","Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",1
